commodity,location,year,irrigated,non_irr,total
BARLEY,cmz50,2007,2064.01,77639.54,79703.55
BEANS,cmz50,2007,0.00,948.05,948.05
BEETS,cmz50,2007,0.43,0.00,0.43
BLACKBERRIES,cmz50,2007,0.64,0.00,0.64
BLUEBERRIES,cmz50,2007,11.26,0.00,11.26
BROCCOLI,cmz50,2007,0.87,0.00,0.87
BUCKWHEAT,cmz50,2007,820.80,0.00,820.80
CABBAGE,cmz50,2007,0.44,0.00,0.44
CANOLA,cmz50,2007,2251.82,4242.74,6494.56
CARROTS,cmz50,2007,825.20,0.00,825.20
CORN,cmz50,2007,62076.38,47.60,62123.98
CUCUMBERS,cmz50,2007,81.02,0.00,81.02
EGGPLANT,cmz50,2007,4.13,0.00,4.13
ESCAROLE & ENDIVE,cmz50,2007,0.76,0.00,0.76
"FIELD CROPS, OTHER",cmz50,2007,4810.92,489.76,5300.68
GARLIC,cmz50,2007,9.08,0.00,9.08
GRASSES & LEGUMES TOTALS,cmz50,2007,33610.06,0.00,33610.06
GREENS,cmz50,2007,0.76,0.00,0.76
HAY,cmz50,2007,106905.95,45127.68,152033.63
HAY & HAYLAGE,cmz50,2007,149889.49,54377.64,204267.13
HAYLAGE,cmz50,2007,7324.58,2135.24,9459.82
HERBS,cmz50,2007,0.00,6.87,6.87
HOPS,cmz50,2007,6815.83,0.00,6815.83
LENTILS,cmz50,2007,0.00,13526.66,13526.66
LETTUCE,cmz50,2007,0.97,0.00,0.97
MELONS,cmz50,2007,366.45,0.00,366.45
MINT,cmz50,2007,0.00,6575.49,6575.49
MUSTARD,cmz50,2007,1940.02,0.00,1940.02
OATS,cmz50,2007,128.92,5114.65,5243.57
ONIONS,cmz50,2007,10970.41,0.00,10970.41
PEAS,cmz50,2007,1386.30,24381.04,25767.34
PEPPERS,cmz50,2007,104.95,0.00,104.95
POTATOES,cmz50,2007,0.00,66397.42,66397.42
PUMPKINS,cmz50,2007,75.48,0.00,75.48
RASPBERRIES,cmz50,2007,3.86,0.00,3.86
SQUASH,cmz50,2007,236.17,0.00,236.17
STRAWBERRIES,cmz50,2007,0.18,0.00,0.18
SUGARBEETS,cmz50,2007,685.08,0.00,685.08
SWEET CORN,cmz50,2007,31450.04,0.00,31450.04
TOMATOES,cmz50,2007,86.85,0.00,86.85
TRITICALE,cmz50,2007,262.04,3596.75,3858.79
"VEGETABLES, OTHER",cmz50,2007,76.96,0.00,76.96
VEGETABLE TOTALS,cmz50,2007,111728.94,0.00,111728.94
WHEAT,cmz50,2007,57733.06,257044.43,314777.49
ASPARAGUS,cmz51,2007,1169.33,0.00,1169.33
BARLEY,cmz51,2007,3056.04,2667.60,5723.64
BEANS,cmz51,2007,0.00,55.67,55.67
BEETS,cmz51,2007,1.36,0.00,1.36
BLACKBERRIES,cmz51,2007,0.46,0.00,0.46
BLUEBERRIES,cmz51,2007,25.57,0.00,25.57
BROCCOLI,cmz51,2007,1.90,0.00,1.90
CABBAGE,cmz51,2007,0.54,0.00,0.54
CANOLA,cmz51,2007,0.00,19.98,19.98
CARROTS,cmz51,2007,3.79,0.00,3.79
CORN,cmz51,2007,19602.57,0.00,19602.57
CUCUMBERS,cmz51,2007,120.23,0.00,120.23
EGGPLANT,cmz51,2007,5.50,0.00,5.50
"FIELD CROPS, OTHER",cmz51,2007,275.84,0.00,275.84
GARLIC,cmz51,2007,11.52,0.00,11.52
GRASSES & LEGUMES TOTALS,cmz51,2007,3398.49,0.00,3398.49
HAY,cmz51,2007,79584.35,24990.50,104574.85
HAY & HAYLAGE,cmz51,2007,127167.40,18534.01,145701.41
HAYLAGE,cmz51,2007,6554.93,1018.54,7573.47
HERBS,cmz51,2007,0.00,7.99,7.99
HOPS,cmz51,2007,8550.02,0.00,8550.02
LETTUCE,cmz51,2007,3.15,0.00,3.15
MELONS,cmz51,2007,67.22,0.00,67.22
MINT,cmz51,2007,0.00,5952.49,5952.49
OATS,cmz51,2007,1031.50,617.99,1649.49
ONIONS,cmz51,2007,8.52,0.00,8.52
PEPPERS,cmz51,2007,160.98,0.00,160.98
POTATOES,cmz51,2007,0.00,2173.75,2173.75
PUMPKINS,cmz51,2007,82.77,0.00,82.77
RASPBERRIES,cmz51,2007,4.50,0.00,4.50
SQUASH,cmz51,2007,365.86,0.00,365.86
STRAWBERRIES,cmz51,2007,2.65,0.00,2.65
SUGARBEETS,cmz51,2007,0.00,60.16,60.16
SWEET CORN,cmz51,2007,1673.88,0.00,1673.88
TOMATOES,cmz51,2007,98.32,0.00,98.32
TRITICALE,cmz51,2007,9.40,1165.30,1174.70
"VEGETABLES, OTHER",cmz51,2007,40.26,0.00,40.26
VEGETABLE TOTALS,cmz51,2007,7574.87,0.00,7574.87
WHEAT,cmz51,2007,5950.29,29513.86,35464.15
ASPARAGUS,cmz52,2007,4.44,0.00,4.44
BARLEY,cmz52,2007,2445.78,1634.97,4080.75
BEANS,cmz52,2007,0.00,6049.26,6049.26
BEETS,cmz52,2007,128.27,0.00,128.27
"BERRIES, OTHER",cmz52,2007,6.19,0.00,6.19
BLACKBERRIES,cmz52,2007,2007.20,0.00,2007.20
BLUEBERRIES,cmz52,2007,2623.66,0.00,2623.66
BOYSENBERRIES,cmz52,2007,94.89,0.00,94.89
BROCCOLI,cmz52,2007,388.51,0.00,388.51
BRUSSELS SPROUTS,cmz52,2007,0.69,0.00,0.69
BUCKWHEAT,cmz52,2007,0.00,35.00,35.00
CABBAGE,cmz52,2007,497.84,0.00,497.84
CANOLA,cmz52,2007,0.00,67.20,67.20
CARROTS,cmz52,2007,50.81,0.00,50.81
CAULIFLOWER,cmz52,2007,424.09,0.00,424.09
CELERY,cmz52,2007,0.14,0.00,0.14
CORN,cmz52,2007,8507.50,17185.98,25693.48
CRANBERRIES,cmz52,2007,0.17,0.00,0.17
CUCUMBERS,cmz52,2007,1364.81,0.00,1364.81
CURRANTS,cmz52,2007,22.99,0.00,22.99
EGGPLANT,cmz52,2007,2.53,0.00,2.53
"FIELD CROPS, OTHER",cmz52,2007,358.52,389.28,747.80
GARLIC,cmz52,2007,220.80,0.00,220.80
"GRASSES & LEGUMES, OTHER",cmz52,2007,1182.00,0.00,1182.00
GRASSES & LEGUMES TOTALS,cmz52,2007,43075.51,0.00,43075.51
GREENS,cmz52,2007,10.27,0.00,10.27
HAY,cmz52,2007,28800.64,36769.36,65570.00
HAY & HAYLAGE,cmz52,2007,68293.50,113693.00,181986.50
HAYLAGE,cmz52,2007,15594.90,24238.14,39833.04
HERBS,cmz52,2007,0.00,64.24,64.24
HORSERADISH,cmz52,2007,0.58,0.00,0.58
LETTUCE,cmz52,2007,505.28,0.00,505.28
LOGANBERRIES,cmz52,2007,12.17,0.00,12.17
MELONS,cmz52,2007,16.59,0.00,16.59
MINT,cmz52,2007,0.00,2004.41,2004.41
MUSTARD,cmz52,2007,78.70,0.00,78.70
OATS,cmz52,2007,776.94,1291.86,2068.80
ONIONS,cmz52,2007,491.75,0.00,491.75
PEAS,cmz52,2007,57.75,4.40,62.15
PEPPERS,cmz52,2007,16.03,0.00,16.03
POTATOES,cmz52,2007,0.00,9793.09,9793.09
PUMPKINS,cmz52,2007,1063.31,0.00,1063.31
RADISHES,cmz52,2007,25.17,0.00,25.17
RASPBERRIES,cmz52,2007,7574.97,0.00,7574.97
RHUBARB,cmz52,2007,423.56,0.00,423.56
SOD,cmz52,2007,612.85,0.00,612.85
SPINACH,cmz52,2007,2.95,0.00,2.95
SQUASH,cmz52,2007,694.24,0.00,694.24
STRAWBERRIES,cmz52,2007,753.92,0.00,753.92
SUGARBEETS,cmz52,2007,0.00,712.95,712.95
SWEET CORN,cmz52,2007,6839.19,0.00,6839.19
TOMATOES,cmz52,2007,131.54,0.00,131.54
TURNIPS,cmz52,2007,0.52,0.00,0.52
"VEGETABLES, OTHER",cmz52,2007,588.55,0.00,588.55
VEGETABLE TOTALS,cmz52,2007,37762.72,0.00,37762.72
WHEAT,cmz52,2007,1171.39,13620.86,14792.25
ASPARAGUS,cmz53,2007,1.39,0.00,1.39
BARLEY,cmz53,2007,88.80,1183.61,1272.41
BEANS,cmz53,2007,0.00,9795.95,9795.95
BEETS,cmz53,2007,83.23,0.00,83.23
"BERRIES, OTHER",cmz53,2007,2.93,0.00,2.93
BLACKBERRIES,cmz53,2007,3308.28,0.00,3308.28
BLUEBERRIES,cmz53,2007,3302.26,0.00,3302.26
BOYSENBERRIES,cmz53,2007,302.64,0.00,302.64
BROCCOLI,cmz53,2007,702.62,0.00,702.62
BRUSSELS SPROUTS,cmz53,2007,1.08,0.00,1.08
BUCKWHEAT,cmz53,2007,0.00,65.00,65.00
CABBAGE,cmz53,2007,707.19,0.00,707.19
CANOLA,cmz53,2007,0.00,37.80,37.80
CARROTS,cmz53,2007,48.63,0.00,48.63
CAULIFLOWER,cmz53,2007,697.16,0.00,697.16
CELERY,cmz53,2007,1.80,0.00,1.80
CORN,cmz53,2007,8653.84,8133.11,16786.95
CRANBERRIES,cmz53,2007,0.83,0.00,0.83
CUCUMBERS,cmz53,2007,813.71,0.00,813.71
CURRANTS,cmz53,2007,10.56,0.00,10.56
EGGPLANT,cmz53,2007,3.19,0.00,3.19
"FIELD CROPS, OTHER",cmz53,2007,221.00,408.89,629.89
GARLIC,cmz53,2007,375.59,0.00,375.59
"GRASSES & LEGUMES, OTHER",cmz53,2007,1377.40,0.00,1377.40
GRASSES & LEGUMES TOTALS,cmz53,2007,134840.52,0.00,134840.52
GREENS,cmz53,2007,15.80,0.00,15.80
HAY,cmz53,2007,5716.60,40849.66,46566.26
HAY & HAYLAGE,cmz53,2007,25147.75,120086.67,145234.42
HAYLAGE,cmz53,2007,6947.75,21518.36,28466.11
HERBS,cmz53,2007,0.00,51.44,51.44
HORSERADISH,cmz53,2007,0.39,0.00,0.39
LETTUCE,cmz53,2007,347.80,0.00,347.80
LOGANBERRIES,cmz53,2007,9.56,0.00,9.56
MELONS,cmz53,2007,24.01,0.00,24.01
MINT,cmz53,2007,0.00,2015.36,2015.36
MUSTARD,cmz53,2007,124.30,0.00,124.30
OATS,cmz53,2007,299.90,5540.88,5840.78
ONIONS,cmz53,2007,874.11,0.00,874.11
PEAS,cmz53,2007,47.25,39.05,86.30
PEPPERS,cmz53,2007,25.15,0.00,25.15
POTATOES,cmz53,2007,0.00,4139.83,4139.83
PUMPKINS,cmz53,2007,1347.93,0.00,1347.93
RADISHES,cmz53,2007,45.75,0.00,45.75
RASPBERRIES,cmz53,2007,3865.34,0.00,3865.34
RHUBARB,cmz53,2007,322.54,0.00,322.54
SOD,cmz53,2007,1138.15,0.00,1138.15
SPINACH,cmz53,2007,6.08,0.00,6.08
SQUASH,cmz53,2007,1140.21,0.00,1140.21
STRAWBERRIES,cmz53,2007,1359.17,0.00,1359.17
SUGARBEETS,cmz53,2007,0.00,1134.57,1134.57
SWEET CORN,cmz53,2007,13164.99,0.00,13164.99
TOMATOES,cmz53,2007,171.44,0.00,171.44
TURNIPS,cmz53,2007,0.25,0.00,0.25
"VEGETABLES, OTHER",cmz53,2007,449.98,0.00,449.98
VEGETABLE TOTALS,cmz53,2007,41357.83,0.00,41357.83
WHEAT,cmz53,2007,391.30,13330.72,13722.02
ASPARAGUS,cmz54,2007,0.66,0.00,0.66
BARLEY,cmz54,2007,59.20,151.78,210.98
BEANS,cmz54,2007,0.00,1249.58,1249.58
BEETS,cmz54,2007,1.11,0.00,1.11
"BERRIES, OTHER",cmz54,2007,0.80,0.00,0.80
BLACKBERRIES,cmz54,2007,480.80,0.00,480.80
BLUEBERRIES,cmz54,2007,1043.47,0.00,1043.47
BOYSENBERRIES,cmz54,2007,85.77,0.00,85.77
BROCCOLI,cmz54,2007,5.68,0.00,5.68
BRUSSELS SPROUTS,cmz54,2007,0.18,0.00,0.18
CABBAGE,cmz54,2007,24.72,0.00,24.72
CARROTS,cmz54,2007,10.09,0.00,10.09
CAULIFLOWER,cmz54,2007,11.78,0.00,11.78
CORN,cmz54,2007,2951.58,597.34,3548.92
CRANBERRIES,cmz54,2007,2592.05,0.00,2592.05
CUCUMBERS,cmz54,2007,20.74,0.00,20.74
CURRANTS,cmz54,2007,0.18,0.00,0.18
EGGPLANT,cmz54,2007,0.78,0.00,0.78
"FIELD CROPS, OTHER",cmz54,2007,51.48,15.58,67.06
GARLIC,cmz54,2007,11.76,0.00,11.76
"GRASSES & LEGUMES, OTHER",cmz54,2007,69.60,0.00,69.60
GRASSES & LEGUMES TOTALS,cmz54,2007,93550.43,0.00,93550.43
GREENS,cmz54,2007,1.08,0.00,1.08
HAY,cmz54,2007,2794.13,18539.08,21333.21
HAY & HAYLAGE,cmz54,2007,14414.00,55654.05,70068.05
HAYLAGE,cmz54,2007,2570.73,11013.85,13584.58
HERBS,cmz54,2007,0.00,5.85,5.85
LETTUCE,cmz54,2007,11.24,0.00,11.24
LOGANBERRIES,cmz54,2007,0.18,0.00,0.18
MELONS,cmz54,2007,12.14,0.00,12.14
MINT,cmz54,2007,0.00,484.10,484.10
OATS,cmz54,2007,117.60,2786.10,2903.70
ONIONS,cmz54,2007,8.71,0.00,8.71
PEAS,cmz54,2007,0.00,34.82,34.82
PEPPERS,cmz54,2007,11.74,0.00,11.74
POTATOES,cmz54,2007,0.00,177.19,177.19
PUMPKINS,cmz54,2007,601.10,0.00,601.10
RADISHES,cmz54,2007,0.18,0.00,0.18
RASPBERRIES,cmz54,2007,478.38,0.00,478.38
RHUBARB,cmz54,2007,29.58,0.00,29.58
SPINACH,cmz54,2007,0.18,0.00,0.18
SQUASH,cmz54,2007,221.48,0.00,221.48
STRAWBERRIES,cmz54,2007,304.75,0.00,304.75
SUGARBEETS,cmz54,2007,0.00,351.28,351.28
SWEET CORN,cmz54,2007,4909.28,0.00,4909.28
TOMATOES,cmz54,2007,48.79,0.00,48.79
TURNIPS,cmz54,2007,0.18,0.00,0.18
"VEGETABLES, OTHER",cmz54,2007,42.76,0.00,42.76
VEGETABLE TOTALS,cmz54,2007,7647.86,0.00,7647.86
WHEAT,cmz54,2007,62.40,6431.76,6494.16
ASPARAGUS,cmz55,2007,6.72,0.00,6.72
BARLEY,cmz55,2007,1705.55,1915.39,3620.94
BEANS,cmz55,2007,0.00,0.57,0.57
BLACKBERRIES,cmz55,2007,0.15,0.00,0.15
CANOLA,cmz55,2007,89.25,10.95,100.20
CARROTS,cmz55,2007,0.68,0.00,0.68
CORN,cmz55,2007,15219.95,65.51,15285.46
CUCUMBERS,cmz55,2007,0.61,0.00,0.61
EGGPLANT,cmz55,2007,0.21,0.00,0.21
"FIELD CROPS, OTHER",cmz55,2007,413.76,3.08,416.84
GARLIC,cmz55,2007,0.30,0.00,0.30
"GRASSES & LEGUMES, OTHER",cmz55,2007,39.68,0.00,39.68
GRASSES & LEGUMES TOTALS,cmz55,2007,7124.17,0.00,7124.17
HAY,cmz55,2007,107680.10,25207.30,132887.40
HAY & HAYLAGE,cmz55,2007,127707.87,29610.03,157317.90
HAYLAGE,cmz55,2007,5639.26,142.67,5781.93
LETTUCE,cmz55,2007,0.02,0.00,0.02
MELONS,cmz55,2007,2.50,0.00,2.50
MINT,cmz55,2007,0.00,2584.87,2584.87
OATS,cmz55,2007,382.08,376.73,758.81
ONIONS,cmz55,2007,2481.12,0.00,2481.12
PEAS,cmz55,2007,3.72,0.00,3.72
PEPPERS,cmz55,2007,0.36,0.00,0.36
POTATOES,cmz55,2007,0.00,4324.14,4324.14
PUMPKINS,cmz55,2007,6.30,0.00,6.30
SOD,cmz55,2007,129.99,0.00,129.99
SPINACH,cmz55,2007,0.52,0.00,0.52
SQUASH,cmz55,2007,0.36,0.00,0.36
SUGARBEETS,cmz55,2007,3539.46,90.24,3629.70
SWEET CORN,cmz55,2007,397.14,0.00,397.14
TOMATOES,cmz55,2007,3.92,0.00,3.92
TRITICALE,cmz55,2007,13.44,32.10,45.54
"VEGETABLES, OTHER",cmz55,2007,3.10,0.00,3.10
VEGETABLE TOTALS,cmz55,2007,7262.04,0.00,7262.04
WHEAT,cmz55,2007,15688.52,21713.41,37401.93
ASPARAGUS,cmz56,2007,0.35,0.00,0.35
BARLEY,cmz56,2007,91.65,27.56,119.21
BEANS,cmz56,2007,0.00,5.95,5.95
BEETS,cmz56,2007,0.39,0.00,0.39
BLACKBERRIES,cmz56,2007,3.25,0.00,3.25
BLUEBERRIES,cmz56,2007,7.99,0.00,7.99
BROCCOLI,cmz56,2007,0.39,0.00,0.39
CARROTS,cmz56,2007,12.40,0.00,12.40
CORN,cmz56,2007,198.05,100.75,298.80
CUCUMBERS,cmz56,2007,3.07,0.00,3.07
GARLIC,cmz56,2007,5.62,0.00,5.62
HAY,cmz56,2007,449.44,1691.60,2141.04
HAY & HAYLAGE,cmz56,2007,1435.19,3856.44,5291.63
HAYLAGE,cmz56,2007,682.43,574.56,1256.99
HERBS,cmz56,2007,5.46,1.40,6.86
LETTUCE,cmz56,2007,1.26,0.00,1.26
ONIONS,cmz56,2007,3.23,0.00,3.23
POTATOES,cmz56,2007,0.00,7.94,7.94
PUMPKINS,cmz56,2007,3.89,0.00,3.89
RASPBERRIES,cmz56,2007,5.63,0.00,5.63
SQUASH,cmz56,2007,1.17,0.00,1.17
STRAWBERRIES,cmz56,2007,8.45,0.00,8.45
SWEET CORN,cmz56,2007,312.13,0.00,312.13
TOMATOES,cmz56,2007,1.59,0.00,1.59
"VEGETABLES, OTHER",cmz56,2007,12.04,0.00,12.04
VEGETABLE TOTALS,cmz56,2007,601.35,0.00,601.35
BARLEY,cmz68,2007,4208.48,55.35,4263.83
CORN,cmz68,2007,133.37,0.00,133.37
HAY,cmz68,2007,32025.16,653.81,32678.97
HAY & HAYLAGE,cmz68,2007,34106.64,862.56,34969.20
HAYLAGE,cmz68,2007,130.96,233.82,364.78
OATS,cmz68,2007,42.69,6.00,48.69
POTATOES,cmz68,2007,0.00,289.11,289.11
PUMPKINS,cmz68,2007,0.06,0.00,0.06
SWEET CORN,cmz68,2007,0.05,0.00,0.05
TOMATOES,cmz68,2007,0.01,0.00,0.01
VEGETABLE TOTALS,cmz68,2007,289.33,0.00,289.33
WHEAT,cmz68,2007,1829.88,0.00,1829.88
ASPARAGUS,cmz71,2007,0.18,0.00,0.18
BARLEY,cmz71,2007,136.30,71.04,207.34
BEANS,cmz71,2007,0.00,39.91,39.91
BEETS,cmz71,2007,0.76,0.00,0.76
BLACKBERRIES,cmz71,2007,10.40,0.00,10.40
BLUEBERRIES,cmz71,2007,45.87,0.00,45.87
BOYSENBERRIES,cmz71,2007,0.09,0.00,0.09
BROCCOLI,cmz71,2007,2.42,0.00,2.42
BRUSSELS SPROUTS,cmz71,2007,0.05,0.00,0.05
CABBAGE,cmz71,2007,0.20,0.00,0.20
CARROTS,cmz71,2007,19.44,0.00,19.44
CAULIFLOWER,cmz71,2007,0.09,0.00,0.09
CORN,cmz71,2007,799.90,400.90,1200.80
CRANBERRIES,cmz71,2007,1465.53,0.00,1465.53
CUCUMBERS,cmz71,2007,6.47,0.00,6.47
CURRANTS,cmz71,2007,0.05,0.00,0.05
"FIELD CROPS, OTHER",cmz71,2007,14.30,2.25,16.55
GARLIC,cmz71,2007,8.41,0.00,8.41
GRASSES & LEGUMES TOTALS,cmz71,2007,2013.79,0.00,2013.79
GREENS,cmz71,2007,0.30,0.00,0.30
HAY,cmz71,2007,914.08,7124.40,8038.48
HAY & HAYLAGE,cmz71,2007,6046.94,20894.56,26941.50
HAYLAGE,cmz71,2007,1934.14,6008.13,7942.27
HERBS,cmz71,2007,8.12,0.64,8.76
LETTUCE,cmz71,2007,3.24,0.00,3.24
LOGANBERRIES,cmz71,2007,0.05,0.00,0.05
MELONS,cmz71,2007,0.94,0.00,0.94
MINT,cmz71,2007,0.00,72.85,72.85
OATS,cmz71,2007,0.00,4.30,4.30
ONIONS,cmz71,2007,5.72,0.00,5.72
PEAS,cmz71,2007,0.00,0.10,0.10
PEPPERS,cmz71,2007,0.94,0.00,0.94
POTATOES,cmz71,2007,0.00,11.77,11.77
PUMPKINS,cmz71,2007,8.56,0.00,8.56
RADISHES,cmz71,2007,0.05,0.00,0.05
RASPBERRIES,cmz71,2007,10.36,0.00,10.36
SPINACH,cmz71,2007,0.05,0.00,0.05
SQUASH,cmz71,2007,9.26,0.00,9.26
STRAWBERRIES,cmz71,2007,17.65,0.00,17.65
SUGARBEETS,cmz71,2007,0.00,17.40,17.40
SWEET CORN,cmz71,2007,1182.66,0.00,1182.66
TOMATOES,cmz71,2007,5.31,0.00,5.31
TURNIPS,cmz71,2007,0.05,0.00,0.05
"VEGETABLES, OTHER",cmz71,2007,24.68,0.00,24.68
VEGETABLE TOTALS,cmz71,2007,1898.41,0.00,1898.41
WHEAT,cmz71,2007,0.00,70.35,70.35
ASPARAGUS,cmz08,2012,1.75,0.00,1.75
BARLEY,cmz08,2012,163302.68,228058.49,391361.17
BEANS,cmz08,2012,0.00,33.16,33.16
BEETS,cmz08,2012,3.38,0.00,3.38
BLACKBERRIES,cmz08,2012,7.79,0.00,7.79
BLUEBERRIES,cmz08,2012,36.73,0.00,36.73
BROCCOLI,cmz08,2012,1.61,0.00,1.61
CABBAGE,cmz08,2012,5.89,0.00,5.89
CANOLA,cmz08,2012,5705.59,27077.08,32782.67
CARROTS,cmz08,2012,26.16,0.00,26.16
CORN,cmz08,2012,23181.49,2708.36,25889.85
CUCUMBERS,cmz08,2012,13.40,0.00,13.40
CURRANTS,cmz08,2012,0.20,0.00,0.20
EGGPLANT,cmz08,2012,0.90,0.00,0.90
EMMER & SPELT,cmz08,2012,0.00,32.88,32.88
"FIELD CROPS, OTHER",cmz08,2012,0.00,368.27,368.27
FLAXSEED,cmz08,2012,0.00,212.74,212.74
GARLIC,cmz08,2012,40.63,0.00,40.63
GRASSES & LEGUMES TOTALS,cmz08,2012,23971.02,0.00,23971.02
GREENS,cmz08,2012,2.26,0.00,2.26
HAY,cmz08,2012,664281.96,444858.88,1109140.84
HAY & HAYLAGE,cmz08,2012,820443.77,436186.98,1256630.75
HAYLAGE,cmz08,2012,7863.17,19524.23,27387.40
HERBS,cmz08,2012,0.00,2.28,2.28
LENTILS,cmz08,2012,97.02,22118.70,22215.72
LETTUCE,cmz08,2012,19.70,0.00,19.70
MELONS,cmz08,2012,267.83,0.00,267.83
MILLET,cmz08,2012,0.00,83.70,83.70
MINT,cmz08,2012,17.34,4081.09,4098.43
MUSTARD,cmz08,2012,1573.50,0.00,1573.50
OATS,cmz08,2012,2740.13,8771.15,11511.28
ONIONS,cmz08,2012,1223.84,0.00,1223.84
PEAS,cmz08,2012,3434.30,52528.16,55962.46
PEPPERS,cmz08,2012,4.11,0.00,4.11
POTATOES,cmz08,2012,0.00,47499.95,47499.95
PUMPKINS,cmz08,2012,40.17,0.00,40.17
RADISHES,cmz08,2012,0.06,0.00,0.06
RAPESEED,cmz08,2012,381.23,0.00,381.23
RASPBERRIES,cmz08,2012,33.54,0.00,33.54
SAFFLOWER,cmz08,2012,25.42,357.10,382.52
SHORT TERM WOODY CROPS,cmz08,2012,2.34,0.00,2.34
SOD,cmz08,2012,247.77,0.00,247.77
SPINACH,cmz08,2012,1.57,0.00,1.57
SQUASH,cmz08,2012,98.18,0.00,98.18
STRAWBERRIES,cmz08,2012,24.38,0.00,24.38
SUGARBEETS,cmz08,2012,3228.43,0.00,3228.43
SUNFLOWER,cmz08,2012,0.00,977.60,977.60
SWEET CORN,cmz08,2012,2371.57,0.00,2371.57
TOMATOES,cmz08,2012,51.97,0.00,51.97
TRITICALE,cmz08,2012,32.76,203.22,235.98
"VEGETABLES, OTHER",cmz08,2012,56.61,0.00,56.61
VEGETABLE TOTALS,cmz08,2012,62549.11,0.00,62549.11
WHEAT,cmz08,2012,32522.14,453691.22,486213.36
BARLEY,cmz10,2012,189321.71,96541.87,285863.58
BEANS,cmz10,2012,0.00,8.21,8.21
BEETS,cmz10,2012,4.00,0.00,4.00
CABBAGE,cmz10,2012,2.00,0.00,2.00
CARROTS,cmz10,2012,7.39,0.00,7.39
CORN,cmz10,2012,29693.15,0.00,29693.15
CUCUMBERS,cmz10,2012,7.58,0.00,7.58
FLAXSEED,cmz10,2012,0.00,316.26,316.26
GARLIC,cmz10,2012,2.66,0.00,2.66
HAY,cmz10,2012,223839.92,75968.75,299808.67
HAY & HAYLAGE,cmz10,2012,250654.56,74273.26,324927.82
HAYLAGE,cmz10,2012,7557.40,5665.62,13223.02
MUSTARD,cmz10,2012,571.30,0.00,571.30
OATS,cmz10,2012,2059.38,2237.62,4297.00
ONIONS,cmz10,2012,5.08,0.00,5.08
PEPPERS,cmz10,2012,2.00,0.00,2.00
POTATOES,cmz10,2012,0.00,182892.43,182892.43
PUMPKINS,cmz10,2012,47.82,0.00,47.82
RASPBERRIES,cmz10,2012,13.54,0.00,13.54
SAFFLOWER,cmz10,2012,0.00,7954.00,7954.00
SOD,cmz10,2012,274.32,0.00,274.32
SQUASH,cmz10,2012,10.00,0.00,10.00
STRAWBERRIES,cmz10,2012,1.14,0.00,1.14
SUGARBEETS,cmz10,2012,54831.75,5.85,54837.60
SWEET CORN,cmz10,2012,157.89,0.00,157.89
TOMATOES,cmz10,2012,10.13,0.00,10.13
"VEGETABLES, OTHER",cmz10,2012,6.62,0.00,6.62
VEGETABLE TOTALS,cmz10,2012,232539.22,0.00,232539.22
WHEAT,cmz10,2012,120824.83,98412.42,219237.25
BARLEY,cmz11,2012,67706.57,15535.84,83242.41
BEANS,cmz11,2012,0.00,46.43,46.43
BLACKBERRIES,cmz11,2012,0.54,0.00,0.54
BLUEBERRIES,cmz11,2012,0.54,0.00,0.54
BROCCOLI,cmz11,2012,3.16,0.00,3.16
CABBAGE,cmz11,2012,0.40,0.00,0.40
CARROTS,cmz11,2012,5.97,0.00,5.97
CORN,cmz11,2012,235484.74,22.55,235507.29
CUCUMBERS,cmz11,2012,10.19,0.00,10.19
EGGPLANT,cmz11,2012,0.43,0.00,0.43
"FIELD CROPS, OTHER",cmz11,2012,604.00,0.00,604.00
GARLIC,cmz11,2012,1.50,0.00,1.50
GRASSES & LEGUMES TOTALS,cmz11,2012,5809.45,0.00,5809.45
GREENS,cmz11,2012,0.43,0.00,0.43
HAY,cmz11,2012,202801.74,88616.31,291418.05
HAY & HAYLAGE,cmz11,2012,293400.12,47229.08,340629.20
HAYLAGE,cmz11,2012,57202.23,3379.15,60581.38
LETTUCE,cmz11,2012,1.78,0.00,1.78
MELONS,cmz11,2012,19.16,0.00,19.16
MINT,cmz11,2012,0.00,12589.66,12589.66
MUSTARD,cmz11,2012,94.80,0.00,94.80
OATS,cmz11,2012,1449.78,236.75,1686.53
ONIONS,cmz11,2012,8018.77,0.00,8018.77
PEAS,cmz11,2012,0.00,1272.15,1272.15
PEPPERS,cmz11,2012,9.54,0.00,9.54
POTATOES,cmz11,2012,0.00,50589.31,50589.31
PUMPKINS,cmz11,2012,204.02,0.00,204.02
RASPBERRIES,cmz11,2012,11.95,0.00,11.95
RHUBARB,cmz11,2012,0.50,0.00,0.50
SOD,cmz11,2012,762.90,0.00,762.90
SPINACH,cmz11,2012,0.43,0.00,0.43
SQUASH,cmz11,2012,26.90,0.00,26.90
STRAWBERRIES,cmz11,2012,1.70,0.00,1.70
SUGARBEETS,cmz11,2012,78374.33,3.00,78377.33
SWEET CORN,cmz11,2012,8855.28,0.00,8855.28
TOMATOES,cmz11,2012,40.73,0.00,40.73
TRITICALE,cmz11,2012,0.00,154.98,154.98
"VEGETABLES, OTHER",cmz11,2012,46.38,0.00,46.38
VEGETABLE TOTALS,cmz11,2012,75652.02,0.00,75652.02
WHEAT,cmz11,2012,55546.23,23028.45,78574.68
BARLEY,cmz25,2012,17373.48,10091.72,27465.20
CABBAGE,cmz25,2012,1.92,0.00,1.92
